14,Common,780119131,-81.20344,41.70002,201.1249,False 
14,Common,532582061,314.9638,2.999228,260.5768,False 
14,Common,-939557112,247.9729,41.70002,-242.3123,False 
14,Common,241106343,301.0321,2.653881,-175.2772,False 
14,Common,-1212222720,438.1706,4.307858,-447.9219,False 
14,Common,-409012699,70.01733,1.834894,-469.8477,False 
14,Common,505319053,316.8679,2.999228,257.3542,False 
14,Common,-560005407,-143.5067,6.192873,-348.681,False 
14,Common,-1770031478,209.9258,60.36,-357.3062,False 
14,Common,-12594678,-117.4851,48.06,346.6462,False 
14,Common,-1642166616,-193.5936,1.371438,55.24872,True 
14,Common,-568424474,262.4105,1.233067,87.03691,True 
14,Common,2122242589,-14.04839,22.21,348.5195,False 
14,Common,104789222,92.97343,21.46,-399.3542,False 
14,Common,-1770029601,-204.4743,63.36,-169.6148,False 
14,Common,656342050,-288.7353,27.96,400.2908,False 
14,Common,2147408360,-12.82813,22.21,343.2933,False 
14,Common,-31525638,88.00123,21.46,-397.3343,False 
14,Common,-1751155286,-203.5592,63.36,-174.903,False 
14,Common,794754103,-283.7676,27.96,402.3219,False 
14,Common,1998519336,384.8355,9.160002,-213.575,False 
14,Common,-1484796527,-187.654,49.86,232.1406,False 
14,Common,522125045,-295.131,17.36,-141.8819,False 
14,Epic,794727635,-283.7069,4.033804,8.337597,False 
14,Epic,123645116,-315.735,11.99837,-96.31315,False 
14,Epic,-1080066229,242.8825,49.70002,-235.6645,False 
14,Common,-1239430039,-177.5434,51.9,202.5251,False 
14,Common,129957810,-318.6863,19.4,-122.9611,False 
14,Common,1329528746,356.1845,11.2,-226.1616,False 
14,Epic,-681609686,258.6028,57.1,-366.9417,False 
14,Epic,-541085582,-145.8034,44.8,305.8986,False 
14,Epic,-817919144,-359.0449,64.47443,175.2806,True 
14,Common,257855224,301.8169,3.047193,268.0859,True 
14,Common,513719486,-92.38476,10.79223,415.8291,True 
14,Common,1205796788,-265.7196,11.24238,-225.1075,True 
14,Legendary,-1908503735,198.5662,2.866354,173.7444,True 
