10,Common,-1096876170,35.67426,14.22523,-128.9408,False 
10,Common,-1621191171,215.4154,0.5518761,447.7144,False 
10,Common,-828467522,-157.946,1.18285,467.0306,False 
10,Common,1849673941,-31.80112,50.66218,110.9208,False 
10,Common,1715377292,-239.8669,132.0029,1.256042,False 
10,Common,-673214512,54.25653,35.16402,84.83582,False 
10,Common,1325382379,152.7646,44.04111,164.3596,False 
10,Common,1331673854,151.4921,44.04435,166.2285,False 
10,Common,-146866563,80.91721,12.91814,-153.8347,False 
10,Common,-1486947711,-190.9322,156.5388,-255.8905,False 
10,Common,-1621132014,12.27026,47.30982,-292.5628,False 
10,Common,1203736435,-61.06001,65.34,280.37,False 
10,Common,-417413868,274.4059,17.65703,14.80288,True 
10,Common,920644788,-76.1599,57.5635,107.6488,True 
10,Common,1860162108,176.6289,48.64819,351.6771,True 
10,Common,-413139538,-341.3259,69.3779,-174.5022,False 
10,Common,-1751187718,206.0452,14.87159,-346.1628,False 
10,Legendary,1983896085,-23.82083,82.85004,347.7837,False 
10,Legendary,916450320,-279.5639,187.4852,91.24188,False 
10,Common,-408945284,-339.5797,69.35674,-179.577,False 
10,Common,-1895891198,200.7481,14.87158,-345.3006,False 
10,Common,-1757496421,-403.8044,10.26,386.7883,False 
10,Common,-1631666284,418.12,11.87214,386.0316,False 
10,Common,-968956155,38.5401,25.57189,-37.88852,False 
10,Epic,1728023968,-36.05176,66.85001,233.6932,False 
10,Epic,805294751,123.1094,80.05066,361.5068,False 
10,Common,-817959447,48.92241,27.61189,-66.26201,False 
10,Common,-1216433053,-379.6728,12.3,406.7123,False 
10,Common,-1354844559,429.7287,13.91213,356.9706,False 
10,Epic,1325398370,-56.82,62.08,329.81,False 
10,Epic,-824246603,48.609,24.085,-148.2379,True 
10,Epic,1205771866,-265.7923,135.4223,47.47389,True 
10,Common,125748629,93.96339,16.19896,27.73196,True 
10,Common,2143199037,-222.6213,134.848,70.18259,True 
10,Common,1862253433,175.1254,46.48958,383.3694,True 
