12,Common,2139069781,-219.6794,38.70826,21.31989,False 
12,Common,1457454708,155.8193,3.430875,-257.1598,False 
12,Common,-1486955380,15.40973,22.12518,206.0991,False 
12,Common,-23098137,86.83862,33.31671,215.1308,False 
12,Common,-1096876415,-170.7952,20.08086,-153.4976,False 
12,Common,-1373647805,-183.9647,48.57956,198.756,False 
12,Common,-14713415,-120.7879,34.62745,-173.4246,False 
12,Common,1050648375,-65.17059,37.10603,274.3331,False 
12,Common,243238500,-108.4538,33.36565,-53.92749,False 
12,Common,-820017098,-154.3609,66.09952,95.00128,False 
12,Common,-1090594273,-168.8635,22.24279,348.7601,False 
12,Common,1327496709,-56.784,94.29623,-165.8264,False 
12,Common,916388987,-76.35379,3.246785,-410.0167,False 
12,Common,914340303,128.3055,76.9064,135.9554,False 
12,Common,-1482687157,223.6565,62.17466,20.30959,False 
12,Common,522186629,112.8125,59.70615,-25.04682,True 
12,Common,513711814,114.0209,7.159279,58.22272,True 
12,Common,-562103877,62.737,22.58705,-275.6906,False 
12,Common,-1367410071,-180.4242,26.36049,356.1416,False 
12,Common,660528214,-290.1412,23.48195,-4.139491,False 
12,Common,1985916336,-25.38492,11.12829,132.8149,False 
12,Common,1044355341,-70.2327,38.2945,-88.22282,False 
12,Common,-1224803785,-178.4372,26.36049,351.1562,False 
12,Common,-421594677,67.83334,22.58705,-274.0083,False 
12,Common,918526267,-73.00562,38.2945,-83.62786,False 
12,Common,777968774,-287.7818,23.48195,0.6808529,False 
12,Common,1862184400,-29.68809,11.12828,136.022,False 
12,Common,1581246675,-246.2927,88.46001,110.7759,False 
12,Common,-1637946254,216.288,27.86,101.0672,False 
12,Common,-689983514,-151.3581,42.3896,291.8035,False 
12,Common,530558098,111.6048,75.32001,-100.5234,False 
12,Epic,-945848336,44.45978,36.23032,-116.7509,False 
12,Epic,-2028011553,-11.94885,15.72465,-323.2979,False 
12,Epic,2124384673,189.2965,66.66849,-73.45999,False 
12,Epic,1205849729,147.0999,83.8507,-51.04312,False 
12,Common,-822100295,-154.4161,44.4296,261.7453,False 
12,Common,125829021,93.99488,77.36,-125.0741,False 
12,Common,2139089271,-219.6137,90.5,127.1323,False 
12,Common,-1078003761,242.9909,29.9,84.74973,False 
12,Epic,1872751945,174.0354,58.91465,20.12359,False 
12,Epic,117419840,95.12554,73.64641,172.8523,False 
12,Epic,520011017,109.5596,15.83475,218.5955,True 
12,Common,650085633,120.5216,33.3091,12.98208,True 
12,Common,1331682626,-54.98972,54.98317,224.2324,True 
12,Common,245290000,-106.7859,21.4097,296.0134,True 
12,Common,-1105209977,-169.5167,53.46262,-76.03745,True 
12,Common,-1623225760,-194.2956,64.3412,150.4962,True 
12,Common,1046453143,134.6961,36.87642,181.5608,True 
